Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,logM,0.08,0.16,0.24,0.32,0.4,0.48,0.56,0.64,0.72,0.8,0.88,0.96,1.04,1.12,1.2,1.28,1.36,1.44,1.52,1.6,1.68,1.76,1.84,1.92,2,2.08,2.16,2.24,2.32,2.4,2.48,2.56,2.64,2.72,2.8,2.88,2.96,3.04,3.12,3.2,3.28,3.36,3.44,3.52,3.6,3.68,3.76,3.84,3.92,4,4.08,4.16,4.24,4.32,4.4,4.48,4.56,4.64,4.72,4.8,4.88,4.96,5.04,5.12,5.2,5.28,5.36,5.44,5.52,5.6,5.68,5.76,5.84,5.92,6,6.08,6.16,6.24,6.32,6.4,6.48,6.56,6.64,6.72,6.8,6.88,6.96,7.04,7.12,7.2,7.28,7.36,7.44,7.52,7.6,7.68,7.76,7.84,7.92
ID,VAc-0 in mol/L,tBPP-0 in mol/L,time in s,VAc in mol/L,tBPP in mol/L,conv in %,MMD(logM=0.08),MMD(logM=0.16),MMD(logM=0.24),MMD(logM=0.32),MMD(logM=0.4),MMD(logM=0.48),MMD(logM=0.56),MMD(logM=0.64),MMD(logM=0.72),MMD(logM=0.8),MMD(logM=0.88),MMD(logM=0.96),MMD(logM=1.04),MMD(logM=1.12),MMD(logM=1.2),MMD(logM=1.28),MMD(logM=1.36),MMD(logM=1.44),MMD(logM=1.52),MMD(logM=1.6),MMD(logM=1.68),MMD(logM=1.76),MMD(logM=1.84),MMD(logM=1.92),MMD(logM=2),MMD(logM=2.08),MMD(logM=2.16),MMD(logM=2.24),MMD(logM=2.32),MMD(logM=2.4),MMD(logM=2.48),MMD(logM=2.56),MMD(logM=2.64),MMD(logM=2.72),MMD(logM=2.8),MMD(logM=2.88),MMD(logM=2.96),MMD(logM=3.04),MMD(logM=3.12),MMD(logM=3.2),MMD(logM=3.28),MMD(logM=3.36),MMD(logM=3.44),MMD(logM=3.52),MMD(logM=3.6),MMD(logM=3.68),MMD(logM=3.76),MMD(logM=3.84),MMD(logM=3.92),MMD(logM=4),MMD(logM=4.08),MMD(logM=4.16),MMD(logM=4.24),MMD(logM=4.32),MMD(logM=4.4),MMD(logM=4.48),MMD(logM=4.56),MMD(logM=4.64),MMD(logM=4.72),MMD(logM=4.8),MMD(logM=4.88),MMD(logM=4.96),MMD(logM=5.04),MMD(logM=5.12),MMD(logM=5.2),MMD(logM=5.28),MMD(logM=5.36),MMD(logM=5.44),MMD(logM=5.52),MMD(logM=5.6),MMD(logM=5.68),MMD(logM=5.76),MMD(logM=5.84),MMD(logM=5.92),MMD(logM=6),MMD(logM=6.08),MMD(logM=6.16),MMD(logM=6.24),MMD(logM=6.32),MMD(logM=6.4),MMD(logM=6.48),MMD(logM=6.56),MMD(logM=6.64),MMD(logM=6.72),MMD(logM=6.8),MMD(logM=6.88),MMD(logM=6.96),MMD(logM=7.04),MMD(logM=7.12),MMD(logM=7.2),MMD(logM=7.28),MMD(logM=7.36),MMD(logM=7.44),MMD(logM=7.52),MMD(logM=7.6),MMD(logM=7.68),MMD(logM=7.76),MMD(logM=7.84),MMD(logM=7.92)
3.929-0.003611-10800,3.929,0.003611,10800,0.853179,0.00283171,78.28508526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00010229,0.000183939,9.55399E-05,0.000116261,0.000170812,0.000247301,0.000334696,0.000479733,0.000659293,0.000939338,0.00134363,0.0019219,0.00274822,0.00386771,0.00544406,0.00768962,0.0108231,0.0152363,0.0214066,0.0299599,0.041399,0.0569313,0.0779811,0.105604,0.141058,0.186031,0.24175,0.308684,0.386211,0.472346,0.564159,0.656932,0.744603,0.820923,0.880185,0.916184,0.924381,0.903236,0.851438,0.770615,0.66565,0.544097,0.417782,0.298419,0.195792,0.116482,0.0618906,0.0290093,0.0115326,0.00376108,0.00102171,0.000159211,1.05803E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.929-0.003611-12000,3.929,0.003611,12000,0.701222,0.00274248,82.15265971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00012417,0.000223234,0.000115848,0.000140975,0.000207139,0.000299916,0.00040558,0.000580797,0.000797807,0.00113498,0.00162217,0.0023176,0.0033057,0.00464291,0.00651886,0.00918448,0.012892,0.0180827,0.0252872,0.0351923,0.048313,0.0659305,0.0894897,0.119977,0.158481,0.206349,0.264346,0.332307,0.408932,0.491775,0.577738,0.662449,0.740748,0.807822,0.859453,0.890472,0.896606,0.875841,0.826329,0.749264,0.64893,0.532142,0.410192,0.294342,0.194103,0.116174,0.0621266,0.0293277,0.0118114,0.00392565,0.00107616,0.000173247,1.32072E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.929-0.003611-13200,3.929,0.003611,13200,0.576905,0.00265469,85.31674726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000150393,0.000270363,0.000140274,0.000170687,0.000250519,0.000362419,0.000490496,0.00070266,0.000963857,0.0013684,0.00195179,0.00278368,0.00396315,0.00555583,0.00778161,0.0109247,0.0152726,0.0213219,0.0296482,0.0409973,0.0558816,0.0756163,0.101608,0.134688,0.175701,0.225584,0.284617,0.352098,0.426264,0.504564,0.5841,0.661212,0.731937,0.792623,0.839711,0.868302,0.873957,0.854161,0.806823,0.732857,0.636045,0.522894,0.404281,0.291137,0.192793,0.115959,0.0624079,0.0296959,0.0120809,0.00403901,0.00112528,0.000189853,1.51538E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.929-0.003611-14400,3.929,0.003611,14400,0.475164,0.00256831,87.90623568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000181996,0.000327076,0.000169484,0.000206222,0.000302517,0.00043747,0.000591545,0.000846415,0.00116005,0.00164554,0.00234323,0.00333402,0.00473525,0.0066203,0.00924299,0.0129266,0.0179863,0.0249735,0.0345017,0.0473497,0.0640073,0.0857867,0.114,0.149246,0.192024,0.242868,0.301674,0.367337,0.437912,0.511147,0.584695,0.655736,0.721134,0.777811,0.822473,0.850059,0.855796,0.837044,0.79154,0.719973,0.625951,0.515683,0.399656,0.288627,0.191806,0.115812,0.062621,0.0299788,0.0122611,0.00410115,0.00116817,0.000216696,1.76239E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.929-0.003611-15600,3.929,0.003611,15600,0.392223,0.00248343,90.01723085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000219746,0.000394773,0.000204253,0.000248511,0.000364176,0.000526216,0.000710852,0.00101579,0.00139082,0.00197093,0.00280199,0.00397484,0.00562693,0.00784382,0.0109116,0.0151895,0.0210215,0.0290168,0.0397969,0.0541374,0.0724898,0.0961111,0.126126,0.162883,0.206609,0.257425,0.314888,0.377786,0.44435,0.512845,0.581521,0.648222,0.710252,0.764706,0.808182,0.835338,0.841341,0.823512,0.779449,0.709841,0.618091,0.510055,0.396069,0.286713,0.191052,0.11573,0.0628326,0.03022,0.0124294,0.00418346,0.00120296,0.00021091,1.44633E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.929-0.003611-16800,3.929,0.003611,16800,0.325019,0.00240049,91.72769152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000263889,0.000473916,0.00024486,0.000297905,0.000436304,0.000630154,0.000850741,0.00121438,0.00166026,0.00234728,0.00332688,0.00470452,0.00664023,0.00922635,0.0127765,0.0176884,0.0243347,0.0333591,0.0453681,0.0611255,0.0810075,0.106152,0.137472,0.17505,0.218827,0.268668,0.324057,0.383868,0.446658,0.511286,0.576495,0.640478,0.700622,0.753866,0.796659,0.823642,0.829984,0.812924,0.769983,0.70187,0.611863,0.505555,0.393147,0.285171,0.190481,0.115658,0.0629647,0.0303965,0.0125781,0.00424984,0.00122334,0.000218837,0.000016311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.929-0.003611-18000,3.929,0.003611,18000,0.270519,0.00231941,93.11481293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0003154,0.000566299,0.000292325,0.000355613,0.000519947,0.000749989,0.00101138,0.00144126,0.0019672,0.00277506,0.00392156,0.00552804,0.00777696,0.0107613,0.0148246,0.0204027,0.0278818,0.0379215,0.0510935,0.0681139,0.0892617,0.115531,0.147578,0.185263,0.228375,0.276653,0.329641,0.38647,0.44615,0.508038,0.571048,0.633427,0.692487,0.745033,0.787453,0.814363,0.820991,0.804534,0.762496,0.695577,0.60692,0.50198,0.390808,0.283921,0.190035,0.115662,0.0631446,0.0305441,0.012674,0.0043222,0.00123919,0.000223643,1.63213E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.929-0.003611-19200,3.929,0.003611,19200,0.226851,0.00224086,94.22624077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000374205,0.000671574,0.000346012,0.000420874,0.000614296,0.000884892,0.00119159,0.00169489,0.00231008,0.00325002,0.00457674,0.006428,0.00900377,0.0124009,0.0169924,0.0232431,0.0315303,0.0425097,0.056712,0.0747859,0.0968793,0.123812,0.156011,0.193217,0.235174,0.281615,0.332322,0.38676,0.444228,0.504337,0.566043,0.627516,0.685933,0.738032,0.78019,0.807045,0.813869,0.797885,0.756604,0.6906,0.602967,0.499161,0.389059,0.282983,0.189648,0.115643,0.0632866,0.0306849,0.0127717,0.00437274,0.00125324,0.000232348,1.66587E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.929-0.003611-20400,3.929,0.003611,20400,0.191017,0.00216451,95.13827946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000441307,0.000791663,0.000407166,0.000495188,0.000721217,0.00103719,0.00139483,0.00198032,0.00269467,0.00377918,0.00530281,0.00741879,0.0103395,0.0141673,0.0192967,0.0262117,0.0352708,0.04711,0.0621841,0.0810447,0.103724,0.130876,0.162761,0.1991,0.239681,0.284333,0.333096,0.38574,0.441759,0.5008,0.56172,0.622584,0.680546,0.732337,0.77429,0.801091,0.808092,0.792502,0.751814,0.686578,0.599825,0.496923,0.387628,0.28223,0.189371,0.115628,0.0633792,0.030796,0.0128709,0.00441328,0.00127064,0.000237007,1.68538E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.929-0.003611-21600,3.929,0.003611,21600,0.161708,0.00209037,95.88424536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000517191,0.000927317,0.000475921,0.000578725,0.000841097,0.0012076,0.00162144,0.00229684,0.00311885,0.00436075,0.00609583,0.00848726,0.0117623,0.0160266,0.021685,0.0292311,0.0389901,0.0515609,0.0673063,0.0866701,0.109603,0.136621,0.167856,0.203093,0.242269,0.285396,0.332723,0.384171,0.439287,0.497675,0.558083,0.618529,0.676175,0.727708,0.769474,0.796257,0.803432,0.788166,0.74794,0.68331,0.597271,0.495118,0.386484,0.281631,0.18917,0.115629,0.0634631,0.0308909,0.0129348,0.0044393,0.00128594,0.000249829,1.84283E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.429-0.002354-1200,2.429,0.002354,1200,2.18777,0.00228633,9.931247427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.55438E-05,0.000154006,8.03777E-05,9.78372E-05,0.000144321,0.000209587,0.000282494,0.000403747,0.000556929,0.000795343,0.0011419,0.0016395,0.00234439,0.00330478,0.00468015,0.00668135,0.00951201,0.0135102,0.0191638,0.0271382,0.0379041,0.0529134,0.0740593,0.10273,0.140896,0.191419,0.257249,0.341095,0.44437,0.566703,0.705914,0.854586,0.998018,1.11784,1.19354,1.2024,1.13063,0.982853,0.779939,0.5566,0.351422,0.191376,0.0878686,0.0334796,0.00994665,0.00222762,0.000172703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.429-0.002354-2400,2.429,0.002354,2400,1.96602,0.00221858,19.06051873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.56418E-05,0.000172125,8.97049E-05,0.000109171,0.000160617,0.000232787,0.000314408,0.000449996,0.00061977,0.000887285,0.00127124,0.00181908,0.00260871,0.00367892,0.00520502,0.00741638,0.010536,0.0149435,0.0211625,0.0299399,0.0418239,0.0582878,0.0813099,0.112377,0.153547,0.207813,0.277958,0.366374,0.473977,0.599808,0.740707,0.887376,1.02412,1.13197,1.19075,1.18047,1.09172,0.932767,0.726856,0.509872,0.317018,0.170885,0.0783967,0.0301423,0.00936392,0.00226021,0.000378615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.429-0.002354-3600,2.429,0.002354,3600,1.76643,0.00215157,27.27748044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000106339,0.000191364,9.97083E-05,0.000121334,0.000178255,0.000258068,0.000348567,0.000499574,0.000690484,0.000986769,0.0014086,0.00201757,0.00289741,0.00409157,0.00578886,0.00823251,0.0116746,0.0165431,0.0233994,0.0330513,0.0460825,0.0640701,0.0891616,0.122923,0.167443,0.225666,0.300182,0.393129,0.504758,0.633188,0.774228,0.91702,1.04514,1.13978,1.18146,1.15292,1.04876,0.881539,0.676717,0.468611,0.288759,0.155186,0.0714084,0.0277559,0.0088713,0.00229664,0.00041485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.429-0.002354-4800,2.429,0.002354,4800,1.58705,0.00208558,34.66241252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000118413,0.000213051,0.000110917,0.000134985,0.000198559,0.000287737,0.000389217,0.000558446,0.000770842,0.00109943,0.00156791,0.00224383,0.00321721,0.00453945,0.00641511,0.00910583,0.0128984,0.0182624,0.0258056,0.0364196,0.0507228,0.0703594,0.0975725,0.134026,0.181864,0.24395,0.322634,0.419734,0.53493,0.665217,0.805091,0.942647,1.06091,1.14148,1.16643,1.12129,1.00481,0.832912,0.631775,0.433693,0.266142,0.143362,0.066595,0.026266,0.00861728,0.0022896,0.000390436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.429-0.002354-6000,2.429,0.002354,6000,1.42417,0.00202059,41.3680527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00013197,0.000237402,0.000123506,0.000150305,0.000221107,0.000320425,0.000433554,0.000621866,0.000857026,0.00122287,0.00174605,0.00249868,0.00358171,0.00504866,0.00712315,0.010093,0.0142755,0.0201864,0.0284912,0.0401544,0.0558408,0.0772574,0.106712,0.145995,0.197269,0.263272,0.346068,0.446964,0.565067,0.696296,0.833818,0.96486,1.07208,1.13788,1.14615,1.0857,0.959693,0.786421,0.591226,0.403643,0.247546,0.133986,0.0628568,0.0250657,0.00825915,0.00222242,0.000384018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.429-0.002354-7200,2.429,0.002354,7200,1.27764,0.00195686,47.40057637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000147056,0.000264476,0.000137455,0.000167297,0.000246433,0.000357492,0.000483352,0.000692929,0.000955371,0.00136098,0.00194259,0.00278201,0.00398254,0.00560799,0.00790302,0.0111804,0.0157882,0.0223028,0.0314366,0.0442027,0.0613168,0.0845966,0.116439,0.158673,0.213366,0.283106,0.369755,0.47404,0.594268,0.725418,0.859434,0.982456,1.07727,1.12797,1.12106,1.04872,0.916734,0.744386,0.556283,0.378864,0.232666,0.126561,0.0598066,0.0241351,0.00810887,0.00220562,0.000428748,3.33152E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.429-0.002354-8400,2.429,0.002354,8400,1.14595,0.00189461,52.82214903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000163987,0.000294874,0.000153142,0.000186401,0.000274804,0.000398903,0.000538754,0.000771116,0.00106175,0.00151301,0.00216041,0.00308979,0.00442235,0.00622941,0.00877026,0.012388,0.0174664,0.0246291,0.0346383,0.0485882,0.0672241,0.0924572,0.126814,0.172093,0.230208,0.303588,0.393708,0.500628,0.621846,0.751508,0.880497,0.994453,1.07693,1.11348,1.09317,1.01134,0.876102,0.707134,0.526919,0.358807,0.220936,0.120922,0.0575852,0.0233909,0.00794645,0.00217598,0.000414916,2.57911E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.429-0.002354-9600,2.429,0.002354,9600,1.02909,0.00183364,57.63318238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000182257,0.000327795,0.00017039,0.00020738,0.000305442,0.000443056,0.000599089,0.000858116,0.00118002,0.00168028,0.0023998,0.00343056,0.00490451,0.0069004,0.00970293,0.0136873,0.0192684,0.0271246,0.0380792,0.0532934,0.07353,0.100789,0.137655,0.185878,0.247286,0.324077,0.417258,0.526187,0.647503,0.774437,0.897194,1.00139,1.07142,1.09492,1.06377,0.975694,0.839687,0.674868,0.502148,0.342387,0.211587,0.11643,0.0558254,0.0228853,0.00786318,0.002166,0.000441594,3.20616E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.429-0.002354-10800,2.429,0.002354,10800,0.92487,0.00177402,61.92383697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000202742,0.000364665,0.000189609,0.000230756,0.000339524,0.00049211,0.00066525,0.000952511,0.00130933,0.00186406,0.00266037,0.00380044,0.00543023,0.00763333,0.0107268,0.0151154,0.0212391,0.0298384,0.0418023,0.0583432,0.080249,0.109611,0.149042,0.200193,0.264695,0.344479,0.440095,0.550213,0.670681,0.793886,0.909507,1.00353,1.06186,1.0741,1.03411,0.94174,0.806894,0.647315,0.481538,0.328949,0.204124,0.112797,0.054344,0.0224657,0.00780463,0.00217052,0.000430483,2.82995E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.429-0.002354-12000,2.429,0.002354,12000,0.830831,0.00171594,65.79534788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000225443,0.000405429,0.000210664,0.000256378,0.000377187,0.00054666,0.000738902,0.00105788,0.00145417,0.00206807,0.0029488,0.00421175,0.00601442,0.00844687,0.011853,0.0166743,0.0233838,0.032778,0.0458009,0.0637316,0.0873839,0.118915,0.1609,0.214894,0.282358,0.364825,0.462339,0.572842,0.691382,0.809812,0.917589,1.0014,1.04878,1.05133,1.00488,0.910459,0.777813,0.623515,0.464311,0.317821,0.197829,0.109824,0.0532082,0.0221077,0.00771804,0.00217779,0.000430933,2.93317E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.429-0.002354-13200,2.429,0.002354,13200,0.746979,0.00165916,69.24746809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000250557,0.000450469,0.000233804,0.000284539,0.000418609,0.000606681,0.000819429,0.00117229,0.00161145,0.00229161,0.00326614,0.00466047,0.00664583,0.00932222,0.0130679,0.0183591,0.0257021,0.0359513,0.0500852,0.0694556,0.0949009,0.128588,0.173064,0.22976,0.299917,0.384627,0.483332,0.59331,0.708933,0.821717,0.921381,0.995613,1.03338,1.02809,0.977216,0.882369,0.752788,0.603573,0.449953,0.30857,0.192602,0.107317,0.0522591,0.0218539,0.00766775,0.00216358,0.000435641,3.09343E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.429-0.002354-14400,2.429,0.002354,14400,0.672914,0.001604,72.29666529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00027789,0.000499539,0.00025912,0.000315333,0.000463555,0.000671428,0.000907679,0.00129929,0.00178422,0.00253424,0.00360874,0.00514371,0.00732608,0.0102647,0.0143685,0.0201554,0.0281628,0.0392958,0.0545854,0.0754275,0.102652,0.138471,0.185362,0.244546,0.316983,0.403377,0.502615,0.611233,0.723095,0.829767,0.92143,0.986976,1.01682,1.00566,0.951977,0.857666,0.731332,0.586751,0.437987,0.300982,0.188371,0.105292,0.0515018,0.0216305,0.0076106,0.00217072,0.000438234,3.40128E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.429-0.002354-15600,2.429,0.002354,15600,0.607016,0.00155045,75.00963359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000307463,0.000552856,0.000287107,0.000349349,0.000512628,0.000741475,0.00100274,0.00143583,0.0019713,0.00279737,0.00398137,0.00567015,0.0080626,0.0112815,0.0157629,0.0220688,0.0307794,0.0428452,0.0593254,0.0816668,0.110675,0.148578,0.197771,0.259211,0.333531,0.421017,0.520031,0.626538,0.73404,0.834402,0.918543,0.97636,0.999609,0.984196,0.929157,0.836217,0.713139,0.572578,0.427899,0.294515,0.184712,0.103542,0.0508051,0.0214181,0.00756567,0.00217109,0.00043603,3.33936E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.429-0.002354-16800,2.429,0.002354,16800,0.548635,0.00149857,77.41313298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000339526,0.000610428,0.000316834,0.000385511,0.000565487,0.000817706,0.00110597,0.00158348,0.00217251,0.00308111,0.0043811,0.00623002,0.00884818,0.0123651,0.0172448,0.0240928,0.033527,0.0465439,0.0642272,0.0880598,0.118821,0.158717,0.210014,0.27342,0.349211,0.437223,0.535354,0.639141,0.741979,0.836165,0.91332,0.964466,0.982618,0.964388,0.908893,0.817553,0.697505,0.560618,0.419504,0.289156,0.18171,0.10214,0.0502838,0.0212562,0.00751829,0.00216024,0.000438185,2.97815E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.429-0.002354-18000,2.429,0.002354,18000,0.496801,0.00144799,79.54709757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000374386,0.000672968,0.00034901,0.00042466,0.000622884,0.000900672,0.00121706,0.00174069,0.00238723,0.0033834,0.00480743,0.00682805,0.00968274,0.0135139,0.0188156,0.0262356,0.0364137,0.0503916,0.0692973,0.0946354,0.127115,0.168881,0.22205,0.287072,0.363899,0.451936,0.548611,0.64916,0.747132,0.835352,0.906231,0.951929,0.966365,0.94647,0.891146,0.801481,0.684148,0.550425,0.412364,0.284564,0.179118,0.100921,0.0498099,0.0211259,0.00749258,0.00214984,0.000440187,2.94784E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.429-0.002354-19200,2.429,0.002354,19200,0.450582,0.0013988,81.44989708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00041204,0.000740569,0.000383891,0.000467093,0.000684946,0.000990214,0.00133763,0.00191188,0.00261918,0.00370669,0.00526014,0.00746441,0.0105742,0.0147365,0.020477,0.0284867,0.0394333,0.0544063,0.0745466,0.10135,0.135469,0.178985,0.233811,0.300111,0.377489,0.464954,0.559677,0.656725,0.749819,0.832487,0.897982,0.939384,0.951162,0.930312,0.875557,0.787652,0.672761,0.541692,0.406203,0.280642,0.176922,0.0998706,0.0493972,0.0209922,0.00746836,0.0021604,0.000428176,0.000025287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.429-0.002354-20400,2.429,0.002354,20400,0.40964,0.00135108,83.13544669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000452211,0.000812697,0.000421126,0.000512364,0.000750567,0.00108423,0.00146408,0.00209168,0.00286491,0.00405164,0.00574149,0.00813547,0.0115101,0.0160169,0.0222104,0.0308206,0.0425408,0.0585002,0.0798436,0.108061,0.14373,0.188837,0.245056,0.312261,0.389766,0.476231,0.568623,0.662003,0.750442,0.828223,0.889265,0.92731,0.937269,0.916035,0.862033,0.775755,0.662963,0.53418,0.400948,0.277321,0.175066,0.0989633,0.049024,0.0208787,0.00744597,0.00215843,0.000431741,3.11274E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.429-0.002354-21600,2.429,0.002354,21600,0.372663,0.00130504,84.6577604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000495956,0.00089119,0.000461534,0.000561496,0.000821867,0.00118648,0.00160185,0.0022876,0.00313118,0.00442359,0.00626048,0.00885707,0.0125085,0.0173747,0.0240428,0.0332807,0.0458027,0.0627658,0.085306,0.114899,0.152026,0.198537,0.255872,0.323636,0.400856,0.4859,0.575647,0.665313,0.749401,0.822876,0.88029,0.915866,0.924606,0.903281,0.850104,0.765274,0.654315,0.527574,0.396348,0.274403,0.173391,0.0981325,0.0486988,0.020791,0.00743891,0.0021593,0.000423731,2.93416E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.0-0.001-1200,5,0.001,1200,4.65314,0.000974117,6.9372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.10331E-05,1.97993E-05,0.000010198,1.24126E-05,1.82987E-05,2.65613E-05,3.59938E-05,5.18972E-05,7.22124E-05,0.000102588,0.000146045,0.000212014,0.000304549,0.000428903,0.000611031,0.000870889,0.00124449,0.00179896,0.00259271,0.00372338,0.00531611,0.00759243,0.0108012,0.0152695,0.0215848,0.0305496,0.0430035,0.0602003,0.0839701,0.116044,0.15869,0.214666,0.286543,0.377013,0.48662,0.613607,0.754475,0.899964,1.03429,1.13767,1.1895,1.17176,1.07662,0.912832,0.705433,0.49048,0.302514,0.163179,0.0761217,0.0298478,0.00887808,0.00219555,0.000516148,3.01302E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
